uID,label,accXmean,accXstd,accXmin,accXmax,accYmean,accYstd,accYmin,accYmax,accZmean,accZstd,accZmin,accZmax,gyrXmean,gyrXstd,gyrXmin,gyrXmax,gyrYmean,gyrYstd,gyrYmin,gyrYmax,gyrZmean,gyrZstd,gyrZmin,gyrZmax
1,1,-0.37849909549417243,2.625099928241241e-05,-0.3785867335348653,-0.3784096828650404,-0.37905812365878033,4.963438061805169e-05,-0.3792093758356873,-0.3786942176499991,-0.3773070666351052,4.217863220488808e-05,-0.377437567098109,-0.3770952479501463,-0.3801144352179642,0.007465580139512768,-0.4672638119161314,-0.2911671190986394,-0.38082690410554443,0.001991360628848491,-0.3978072538184698,-0.3539095193420262,-0.3818300981116617,0.0025991157836928735,-0.4167351742496127,-0.3634232628453178
1,1,-0.3785103560858586,2.6610860288935857e-05,-0.3785867335348653,-0.3784096828650404,-0.3790577910036899,5.027827013219686e-05,-0.379250625159332,-0.3786942176499991,-0.37730681617548883,4.158397059100309e-05,-0.377437567098109,-0.3770952479501463,-0.3795803050758367,0.0008571657335192944,-0.3840980989502239,-0.3705769633693811,-0.3807904221360641,0.00018749341832409176,-0.3815000780404085,-0.3798075705447921,-0.3816435517281391,0.00015607746318956685,-0.3825188643895182,-0.3804239882286541
1,1,-0.3784956858445415,0.000394100173934596,-0.3804957608219153,-0.3754943108650826,-0.3790951058237056,0.0007252459243019622,-0.3812965915354913,-0.3748928624534224,-0.37762730225682445,0.0009665665250469124,-0.3820345543030783,-0.3750890562996903,-0.3799069944661557,0.01743878576229907,-0.5296917529944294,-0.284969932723924,-0.38142812872997456,0.006315193490067063,-0.4307171233239437,-0.3385694907043172,-0.3814851857546385,0.008408675685256536,-0.4713899549877948,-0.314166813759947
1,1,-0.3761373133585581,0.0008494313099848166,-0.3782518970440374,-0.3753200124808237,-0.3776578337966492,0.0010489009738284256,-0.3810252627957935,-0.3760175940625451,-0.37803359994529645,0.0008318939428279848,-0.3827659980227538,-0.3763794062940815,-0.3797596281412642,0.018550544278419193,-0.5471565558024496,-0.2348558845111879,-0.3810512090133555,0.005617017301164849,-0.4182516701413712,-0.3413903357627675,-0.3812711406450427,0.003919759991469177,-0.3943361149114034,-0.3415076341652463
1,1,-0.37829016930980347,0.000218086699997932,-0.3786115021880591,-0.3772822467883495,-0.3796390318741555,0.0005563824682083045,-0.3811581775810471,-0.3768077478668926,-0.37868375132019577,0.0013354769531989392,-0.3830523343783469,-0.3763794062940815,-0.37933988538256636,0.027238927528229318,-0.5471565558024496,-0.1544802448418146,-0.3807876658280321,0.006441155474566571,-0.4164248355026736,-0.3413903357627675,-0.38158396316463206,0.0030570304951738118,-0.3980961486626109,-0.3621878226744646
1,1,-0.3782983755047229,0.00020581128602185052,-0.3786115021880591,-0.3772822467883495,-0.3795932559720751,0.0005762680262328628,-0.3811581775810471,-0.377664817615279,-0.37859092042297493,0.0013379597611204426,-0.3830523343783469,-0.3764252939042614,-0.37920038160402053,0.023930323211561435,-0.527706509580007,-0.1544802448418146,-0.3808602018698501,0.005765012821611593,-0.4164248355026736,-0.3511424042964735,-0.38154169580136277,0.0028469192285145747,-0.3980961486626109,-0.3621878226744646
1,1,-0.37830943454391985,0.0002835434017890515,-0.379442631088186,-0.3762190261076382,-0.3792307507207526,0.0006574537937382536,-0.3813405914014409,-0.3774063218026944,-0.3779204458526957,0.00123738070651761,-0.3830523343783469,-0.3761453814765774,-0.3796233879299297,0.022960856743576542,-0.527706509580007,-0.2464722561782252,-0.38084878446097836,0.007765670338297943,-0.4350424160355117,-0.3184743219598762,-0.3820445602934813,0.004842617150981769,-0.4252221095908113,-0.3576220661718939
1,1,-0.37834308104435826,0.00025399807438346517,-0.379442631088186,-0.3762190261076382,-0.3789386418657517,0.0008088264910396829,-0.3813405914014409,-0.3767078330768721,-0.37751097764751806,0.0010098412773515888,-0.3826384311414859,-0.375904014534053,-0.37958652387461456,0.016841262941483588,-0.4960767106580733,-0.2464722561782252,-0.38086984691332254,0.006687449221146673,-0.4350424160355117,-0.3184743219598762,-0.3820121843773507,0.004460646641837113,-0.4252221095908113,-0.3576220661718939
1,1,-0.37833500315080376,8.726775926574266e-05,-0.3786023286695992,-0.3776941419077049,-0.3793586951297093,0.00022681950947689224,-0.3803808563207291,-0.3784531379801457,-0.3777402753716044,0.0005721972990496678,-0.3819914205171499,-0.3769777766346092,-0.37960175838730015,0.006049350474809045,-0.4350974622944706,-0.3159022096808289,-0.3807915690903448,0.001226700936288789,-0.3902581330840536,-0.3735211141325024,-0.38169073958385147,0.0007936425942490494,-0.3859028951109142,-0.374300504066128
1,1,-0.3784006463914229,0.0004038540552031162,-0.3805241988058171,-0.3766034002882338,-0.3788256478191267,0.0006726415426271716,-0.38516302961971,-0.3753548547250092,-0.37720254431137795,0.000628540174784279,-0.3805496420228307,-0.3752790295176959,-0.3797829881789731,0.013052444772701939,-0.4485381118594104,-0.272146313359328,-0.3807239428976309,0.006242202829355219,-0.4188158396903652,-0.3241160124605654,-0.381597995602625,0.00561123944111483,-0.4374959345351872,-0.3496722793316041
1,1,-0.37821208737881484,0.00010972902908627715,-0.3784390382774642,-0.3771272128695325,-0.3789726191586695,0.0006968060016547019,-0.3800068630148737,-0.3755785178690476,-0.37738632398175764,0.00048128082655520037,-0.3819492041612507,-0.3760563600804691,-0.3801144352179642,0.007465580139512768,-0.4672638119161314,-0.2911671190986394,-0.38082690410554443,0.001991360628848491,-0.3978072538184698,-0.3539095193420262,-0.3818300981116617,0.0025991157836928735,-0.4167351742496127,-0.3634232628453178
1,0,-0.3780621429153892,0.0007629411376042086,-0.3786115021880591,-0.3756392542202978,-0.3794464494826027,0.0008279629007640944,-0.3811581775810471,-0.3768077478668926,-0.3785616626244528,0.0012278795852106146,-0.3829201791963102,-0.3763794062940815,-0.3793858881983769,0.023388419002589363,-0.5471565558024496,-0.1544802448418146,-0.38108305089028416,0.005811199305629424,-0.4182516701413712,-0.3413903357627675,-0.3812498308490826,0.0037611961721499324,-0.3928589586441274,-0.3415076341652463
1,0,-0.37808117733434027,0.00014513162587832552,-0.3783546413709008,-0.3776033230014874,-0.379399237232133,0.0005803750207999714,-0.3804862718122755,-0.3782569745128984,-0.37823820040166484,0.00125500668495585,-0.3809240823445029,-0.376597829815057,-0.3793509330059053,0.00610789556157857,-0.4206641850819116,-0.3446077985894272,-0.38077365371625976,0.0013755171556129014,-0.3914133358452306,-0.3676376356953595,-0.38158142636411996,0.0011993139658917763,-0.3917309480199851,-0.3743542184558066
1,0,-0.3780439910433609,0.00014531437012443686,-0.3783546413709008,-0.3777501008303666,-0.379501501202808,0.0005725091789610126,-0.3804789384374366,-0.3782569745128984,-0.37870082565693614,0.0015210617790678057,-0.3810975364524097,-0.3766923577090452,-0.3791988653886009,0.005323848983599136,-0.4181692159349595,-0.3446077985894272,-0.38075685188492603,0.0008161483814533211,-0.3853149362051313,-0.3750792956364033,-0.3816309308217152,0.000982074464521493,-0.3917309480199851,-0.375992519426826
1,0,-0.3783026013706895,1.7754332987425143e-05,-0.3783647323178827,-0.3782372189544454,-0.37922455456944343,2.2760583363505965e-05,-0.3793285402079196,-0.3790682113389383,-0.3774994727246096,2.084223638229804e-05,-0.3775935838988057,-0.37738525556002,-0.37957979493957644,0.0003656583348284812,-0.381227540404291,-0.3777936012091563,-0.38081607247406923,0.000239819538416435,-0.3821985731973296,-0.3783837150326068,-0.38167241642414174,0.00015208547053733158,-0.3823040052960962,-0.3804508456153318
